image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000002.jpg,0.0013806202914565802,0.00025330460630357265,0.00023803574731573462,0.003119997913017869,0.05192672461271286,0.0014583880547434092,0.8721204996109009,0.00033087082556448877,4.837312735617161e-05,0.00015140805044211447,3.200118226232007e-05,0.002400885568931699,3.1599636713508517e-05,0.0002948258479591459,0.0032340383622795343,7.264537998707965e-05,6.236430635908619e-05,0.00038824579678475857,0.0015037839766591787,0.18187250196933746
../data/VOCdevkit\VOC2012\JPEGImages\2008_000003.jpg,0.0011504670837894082,0.00014070936595089734,0.0007931941654533148,0.06784120947122574,9.389512706547976e-05,0.011858499608933926,0.0007788345101289451,3.401625144761056e-05,9.720879461383447e-05,9.93584981188178e-05,1.2134098142269067e-05,0.00031458487501367927,0.00012643779336940497,0.00013248100003693253,0.010563020594418049,0.0001805736537789926,0.00012620375491678715,4.628139140550047e-05,0.17981122434139252,0.0022708685137331486
../data/VOCdevkit\VOC2012\JPEGImages\2008_000007.jpg,0.004007149953395128,1.714072459435556e-05,0.00010604612907627597,0.45871803164482117,0.9986538887023926,1.7075024516088888e-05,0.0008550146012566984,4.4959091383134364e-07,1.0672691814761492e-06,6.3481274992227554e-06,7.262938015628606e-05,6.351801130222157e-05,3.873797686537728e-05,2.39466112361697e-06,0.000688703206833452,2.457150458212709e-06,7.770649062877055e-06,6.0150650824652985e-06,0.013816054910421371,1.362617240374675e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000009.jpg,0.00031192722963169217,0.0006610542186535895,0.00011383566743461415,0.0011381773510947824,8.288717071991414e-05,0.0002730877313297242,0.00014150887727737427,8.493074687976332e-07,6.514187134598615e-06,0.3029192388057709,1.2743477782350965e-05,0.00016276061069220304,0.0018796614604070783,3.475717312539928e-05,0.0001499115751357749,0.00021724759426433593,0.06004970893263817,1.1172624908795115e-05,0.001079968991689384,2.2481292035081424e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000016.jpg,0.0010919683845713735,0.0014366002287715673,7.324002945097163e-05,0.00046184417442418635,0.0012643170775845647,0.0011552524520084262,0.002489284612238407,2.8285687221796252e-05,0.00029488824657164514,2.4998489607241936e-05,4.408065251482185e-06,0.00035488774301484227,6.455897619161988e-06,3.465311965555884e-05,0.0012230456341058016,2.8203343390487134e-05,8.31879151519388e-06,5.8324960264144465e-05,0.00016957867774181068,0.996516227722168
../data/VOCdevkit\VOC2012\JPEGImages\2008_000021.jpg,0.9995386600494385,0.00015140617324505,2.984989123433479e-06,3.045304947590921e-05,8.165621693478897e-06,0.0002446826547384262,1.7276905055041425e-05,8.214244076043542e-07,2.315186520718271e-06,3.4184377000201494e-05,1.8433713194099255e-05,0.00026314647402614355,2.0960216716048308e-05,0.00030220861663110554,0.0017784896772354841,2.487008532625623e-05,5.517550016520545e-05,6.124236097093672e-05,1.522731690783985e-05,2.737717477430124e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000026.jpg,3.331179868837353e-06,0.04496754705905914,0.004640462342649698,9.461976151214913e-05,0.0380873829126358,6.453494279412553e-05,0.00016330501239281148,0.0006311848410405219,0.0043068984523415565,0.008561709895730019,0.0011465110583230853,0.01994767226278782,8.321410132339224e-05,7.206050213426352e-05,0.9998929500579834,0.00034536150633357465,0.01076423842459917,1.697080188023392e-05,0.0005559659330174327,0.00016515627794433385
../data/VOCdevkit\VOC2012\JPEGImages\2008_000027.jpg,5.853629318153253e-06,0.0017192012164741755,7.522396572312573e-07,6.748276064172387e-05,5.10458521603141e-05,3.2351506433769828e-06,1.0,0.0001077432680176571,2.367794195379247e-06,2.2704547518515028e-05,1.7807775520850555e-06,0.005692007951438427,6.652320649891408e-08,0.0002728717227000743,0.006276450585573912,1.6787864751677262e-06,2.0865825263172155e-06,1.5385913911813986e-06,4.620443723979406e-05,1.0749640750873368e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000032.jpg,6.25621250947006e-05,0.003694481449201703,0.00016151885211002082,3.3374377380823717e-05,8.984102169051766e-05,0.9996601343154907,0.001762072672136128,2.360197322559543e-05,2.6559220714261755e-05,7.770694355713204e-05,0.00012794509530067444,1.901279392768629e-05,1.3242888599052094e-05,9.173712896881625e-05,0.18431508541107178,0.00026039787917397916,0.0003406803007237613,3.872213346767239e-05,0.0029076430946588516,2.568361560406629e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000034.jpg,8.94139247975545e-06,0.0005143953603692353,7.264662599482108e-06,9.748426236910746e-06,0.9918619394302368,1.0895832929236349e-05,0.0002623165783006698,0.0006788027822040021,0.0001899058261187747,9.556506847729906e-05,0.00017694562848191708,0.002435492817312479,3.0189974495442584e-05,3.835348616121337e-05,0.9999209642410278,9.457825217396021e-05,0.00022974448802415282,0.0006251962040551007,5.417827924247831e-05,0.0007398817106150091
../data/VOCdevkit\VOC2012\JPEGImages\2008_000042.jpg,2.2233754862099886e-05,0.356130987405777,0.00046765533625148237,0.00261817779392004,0.00025922595523297787,0.0009385407320223749,0.4883303940296173,3.225077671231702e-05,1.343399617326213e-05,0.0004779333248734474,8.778691835686914e-07,5.486755617312156e-05,8.136376709444448e-05,5.941787821939215e-05,8.765658276388422e-05,0.0001563996629556641,0.0005076341331005096,5.3006591770099476e-05,0.10951930284500122,8.12587131804321e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000043.jpg,4.66770252387505e-05,0.001293039065785706,0.00013030947593506426,5.0984261179110035e-05,0.021621858701109886,1.2591577615239657e-05,2.264806244056672e-05,7.808564259903505e-05,0.9999796152114868,3.664995529106818e-05,0.996034562587738,3.373304207343608e-05,3.487510548438877e-05,2.575724465714302e-06,9.412525105290115e-05,0.0010066819377243519,9.34816307562869e-06,0.009604298509657383,0.000703627651091665,0.004070750437676907
../data/VOCdevkit\VOC2012\JPEGImages\2008_000050.jpg,0.0013913805596530437,0.0010300870053470135,2.707934436330106e-05,0.0025178887881338596,0.00016218540258705616,0.0022738564293831587,0.9999804496765137,8.322529174620286e-05,7.08278321326361e-07,0.0002020517858909443,5.182350264476554e-07,7.337152783293277e-05,4.7868441470200196e-05,0.0003757784143090248,0.00036062923027202487,5.036315997131169e-06,6.224773096619174e-05,6.058565759303747e-06,0.0021749362349510193,2.5258277673856355e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000051.jpg,4.6061504690442234e-05,6.812877109041438e-05,2.5311228455393575e-05,0.00013529548596125096,0.9999463558197021,0.00013691175263375044,1.739853178150952e-05,4.662755236495286e-05,0.001665171468630433,0.0003430497308727354,0.007279553450644016,9.534843411529437e-05,2.197366120526567e-05,2.7829513783217408e-05,0.9710941910743713,0.007631932385265827,1.7693811969365925e-05,0.000975323433522135,7.841530896257609e-05,0.009280294179916382
../data/VOCdevkit\VOC2012\JPEGImages\2008_000052.jpg,0.002084198174998164,0.000744037504773587,4.043662556796335e-05,0.0009583588689565659,4.063636879436672e-05,0.0005981292924843729,0.6003541350364685,6.934226803423371e-06,4.728990461444482e-06,4.818197703571059e-05,6.354312063194811e-06,0.00039405463030561805,2.7482017685542814e-05,0.001053430256433785,0.06803299486637115,7.098561763996258e-05,3.5046807170147076e-05,4.112669194000773e-05,0.10083083808422089,2.0551917259581387e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000054.jpg,0.0017383776139467955,1.9036206140299328e-06,0.998079776763916,4.124369297642261e-05,4.2416642827447504e-05,1.8197790268459357e-05,0.0002222261973656714,8.450247150904033e-07,0.00014045667194295675,0.0007845534128136933,1.988918666029349e-05,2.934003532573115e-05,7.984145668160636e-06,4.1978339140769094e-05,6.987393135204911e-06,1.542373695428978e-08,0.003158786566928029,2.046576264547184e-05,6.970193499000743e-05,3.952519909944385e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000056.jpg,1.115963368647499e-05,3.4544333175290376e-05,1.1598733181017451e-05,0.000564138637855649,0.00010011526319431141,0.00010955517063848674,2.303605833731126e-05,0.9997157454490662,1.5475385453100898e-06,5.689358658855781e-05,3.4177492125309072e-06,9.135055734077469e-06,3.1033525829116115e-06,0.00032021309016272426,0.00022980253561399877,2.096679418173153e-05,2.7394387871026993e-05,1.604835233592894e-05,1.8459553757566027e-05,0.0001437656464986503
../data/VOCdevkit\VOC2012\JPEGImages\2008_000059.jpg,1.929693462443538e-05,1.8179576727561653e-05,1.654678453633096e-05,7.076960173435509e-05,0.0013824602356180549,6.447250780183822e-05,0.003750927746295929,8.799035640549846e-06,0.00012449632049538195,0.0007143468828871846,2.2093583993409993e-06,0.9996871948242188,0.0005681514739990234,4.357397119747475e-05,0.007634757086634636,1.037283527693944e-05,7.684544107178226e-05,0.0010557309724390507,4.4085820263717324e-05,0.0002408212167210877
../data/VOCdevkit\VOC2012\JPEGImages\2008_000062.jpg,2.8423590265447274e-05,7.349974475800991e-05,0.0005760937347076833,0.0001357981382170692,0.00020741505431942642,1.814028109947685e-05,7.259710855578305e-06,0.9844054579734802,2.5428821004425117e-07,1.676598913036287e-05,5.962544378235179e-07,1.86484739970183e-05,4.924922450300073e-06,0.00022221349354367703,0.00045170984230935574,6.486281199613586e-05,0.0003117301093880087,6.833887709944975e-06,0.00014616553380619735,7.668460057175253e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000064.jpg,0.9975473284721375,7.060377538437024e-05,4.689760316978209e-06,0.0004538129433058202,4.1353574488312006e-05,0.00012439428246580064,0.058390237390995026,8.352789154741913e-05,0.001782319275662303,0.00011592055670917034,1.4028707482793834e-05,7.879457371018361e-06,2.7833257263409905e-05,1.8369782992522232e-05,0.0006115346332080662,1.948323188116774e-06,2.6464003894943744e-05,6.48004015602055e-06,0.000486761360662058,9.895049515762366e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000067.jpg,0.00022364121105056256,5.050273466622457e-05,1.7629621652304195e-05,0.039523057639598846,0.0027129475492984056,4.253147199051455e-05,3.390119309187867e-05,2.7414534997660667e-05,0.19664636254310608,0.00015556217113044113,0.0010881242342293262,0.0001313027023570612,2.1227954221103573e-06,5.959189820714528e-06,0.9910894632339478,9.959697490558028e-05,2.6771936973091215e-05,8.167058695107698e-05,0.002265442628413439,0.01599334180355072
../data/VOCdevkit\VOC2012\JPEGImages\2008_000073.jpg,9.95396590042219e-07,0.0014168397756293416,0.0007534838514402509,6.949871021788567e-05,0.0010704456362873316,8.486823935527354e-05,9.243150998372585e-06,0.023204801604151726,0.0009173882426694036,0.45730116963386536,3.5454402677714825e-05,0.2584623694419861,9.56115618464537e-05,4.161594551987946e-05,0.002606387482956052,8.205011545214802e-05,0.017467688769102097,0.008944385685026646,0.0004783139156643301,0.0002741933858487755
../data/VOCdevkit\VOC2012\JPEGImages\2008_000075.jpg,6.549710815306753e-05,0.00016681478882674128,2.703994141484145e-05,0.00022737741528544575,6.413824394257972e-06,0.9999982118606567,7.040510536171496e-05,1.0892985301325098e-05,7.735467306702049e-07,3.118022868875414e-05,1.4322649803943932e-05,8.046356379054487e-05,3.653033445516485e-06,3.053575710509904e-05,0.4414551258087158,3.5184061744075734e-06,4.2533014493528754e-05,3.146927338093519e-05,3.4720571875368478e-06,1.9392975445953198e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000076.jpg,2.4008966647670604e-05,3.470239244052209e-05,3.531059337547049e-05,8.246899960795417e-05,0.004069596529006958,0.0002103434526361525,0.0006605632952414453,0.013729769736528397,1.846011946327053e-05,0.0012082918547093868,4.175412323093042e-05,0.7263297438621521,0.44650426506996155,2.657178629306145e-05,0.00039494011434726417,0.0036565095651894808,0.00011048204760299996,0.0004615108191501349,0.0001652399223530665,0.0003017013950739056
../data/VOCdevkit\VOC2012\JPEGImages\2008_000078.jpg,1.5695386537117884e-05,7.943510718178004e-05,3.7765346405649325e-07,3.356198430992663e-05,0.003187656868249178,0.00014694657875224948,0.001963537884876132,0.000737025635316968,0.001176808145828545,0.004550904966890812,2.753514991127304e-06,0.9587514996528625,1.4558201655745506e-05,0.00023187647457234561,0.0012543280608952045,8.396967132284772e-06,0.00043067734804935753,0.00042404053965583444,9.952200343832374e-06,0.0005905680009163916
../data/VOCdevkit\VOC2012\JPEGImages\2008_000080.jpg,0.00019904246437363327,0.0001419142645318061,1.7880595351016382e-06,6.938308797543868e-05,0.0007271739304997027,0.00016362906899303198,0.00011276780423941091,1.0552829508014838e-06,1.5193431863735896e-05,0.0019316982943564653,5.295747905620374e-05,0.9993853569030762,2.426677747280337e-05,2.711050728976261e-05,0.00021271934383548796,4.820031244889833e-05,0.0001368193479720503,0.00025725257000885904,2.7484060410642996e-05,0.0002846973075065762
../data/VOCdevkit\VOC2012\JPEGImages\2008_000082.jpg,0.0362854041159153,1.654239895287901e-05,2.4374765416723676e-05,0.0015897342236712575,0.0002377032651565969,4.64202712464612e-05,7.605140854138881e-05,9.093448056773923e-07,3.704973323692684e-06,0.00016428255185019225,1.2316660104261246e-05,1.4334455045172945e-05,0.00022661515686195344,0.9963880777359009,0.8094956278800964,4.4570129830390215e-05,3.183501758030616e-05,2.257332562294323e-05,7.827156514395028e-05,5.847716602147557e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000084.jpg,3.104931238340214e-05,0.0003873053356073797,0.0391090027987957,4.441746204975061e-05,1.5202635040623136e-05,1.5353522030636668e-05,1.0856967492145486e-05,2.7931848762818845e-06,3.946003289456712e-06,0.5555029511451721,2.2455828911915887e-06,2.785232209134847e-05,4.712095233116997e-06,4.952375093125738e-05,2.2644304408458993e-05,9.472801707488543e-07,0.04803691431879997,0.00018388518947176635,0.0009281478705815971,2.7075395337305963e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000090.jpg,2.201762185904954e-07,0.8021473288536072,4.962028469890356e-05,0.003310950705781579,0.6315809488296509,0.00028287264285609126,0.09996931999921799,2.014159872487653e-05,0.0025865714997053146,0.0006749648600816727,8.773995796218514e-05,0.00017854927864391357,3.326465957798064e-05,0.04159490391612053,1.0,0.003890054766088724,0.003612675005570054,4.999489465262741e-05,0.0008480799151584506,0.0002804360119625926
../data/VOCdevkit\VOC2012\JPEGImages\2008_000107.jpg,0.0014230689266696572,0.00011024031118722633,5.098936890135519e-05,0.0012632036814466119,0.273687481880188,7.922034274088219e-05,0.10911643505096436,1.9806904674624093e-05,0.21733886003494263,0.0002229186793556437,0.008574088104069233,0.01335881743580103,3.349959661136381e-05,6.870289507787675e-05,0.019812725484371185,0.0007515025208704174,1.9379147488507442e-05,0.519607663154602,3.566988743841648e-05,0.8333554863929749
../data/VOCdevkit\VOC2012\JPEGImages\2008_000115.jpg,1.50180430864566e-05,0.0010268198093399405,5.163832247490063e-05,0.0012644346570596099,0.009513099677860737,8.969430200522766e-05,0.00017852611199487,0.9829574227333069,3.0212182537070476e-05,8.570535283070058e-05,2.0334735381766222e-05,0.005164062604308128,2.0971399408153957e-06,0.00016072993457783014,0.0009124007192440331,0.00026508368318900466,3.93980008084327e-05,0.0014045379357412457,4.40793446614407e-05,2.7304040486342274e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000116.jpg,7.111873969734006e-07,0.0009154497529380023,0.005134563893079758,5.1856488425983116e-05,0.04022654518485069,1.3367044630285818e-05,7.425832791341236e-06,0.998307466506958,2.5673275558801834e-06,1.2992017218493856e-05,2.2067724785301834e-06,3.887683487846516e-05,1.7309145050603547e-07,0.00014550099149346352,1.623682510398794e-05,0.00012102205073460937,1.4765365676794318e-06,7.937323971418664e-05,0.00017290310643147677,5.8787205489352345e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000119.jpg,7.720910798525438e-05,0.0002564478782005608,0.001137175364419818,9.624153608456254e-05,0.0005372710293158889,7.908621773822233e-05,0.005944466218352318,3.909156293957494e-05,0.00010131004819413647,0.00010309474600944668,0.0001092433521989733,0.016762014478445053,0.995571494102478,0.0001438041654182598,0.009909387677907944,3.0486817195196636e-05,8.413849718635902e-05,0.00025641583488322794,0.00032313750125467777,1.8590391846373677e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000120.jpg,9.976265573641285e-05,9.029803914017975e-05,0.00020273182599339634,0.8888388872146606,2.341348044865299e-05,0.0004593928169924766,0.003285988001152873,7.86904274718836e-06,0.0004572703910525888,2.5439461751375347e-05,2.315025540156057e-06,1.2113285265513696e-05,1.2446142136468552e-05,6.451408012253523e-07,6.19957281742245e-05,1.2145906111982185e-05,5.671693998010596e-06,1.4504269074677723e-06,0.26943880319595337,3.787028617807664e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000123.jpg,0.033209580928087234,9.698871508589946e-06,0.9579986929893494,0.0002648575755301863,2.123297463185736e-06,8.163671736838296e-05,7.625052239745855e-05,1.7893125914270058e-05,0.0008767612162046134,0.0001634692307561636,3.7091876947670244e-06,9.269014299206901e-06,1.876799069577828e-05,2.3251648599398322e-05,8.600224532528955e-08,3.559051720003481e-06,1.8385573639534414e-05,1.2063897884218022e-05,2.648382360348478e-05,6.746365670551313e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000133.jpg,8.885019269655459e-06,0.9996022582054138,6.758053132216446e-06,3.24142565659713e-05,0.003985291812568903,0.0006076607969589531,0.8545964956283569,0.0004244113515596837,2.188419603044167e-05,5.9479953051777557e-05,1.0182424148297287e-07,9.498598956270143e-06,1.2601577736859326e-06,0.0017127172322943807,2.8970942366868258e-05,0.0004927092813886702,2.0549565306282602e-05,2.640948196130921e-06,0.00023269746452569962,1.8124296730093192e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000134.jpg,0.9995237588882446,1.1812660886789672e-05,0.001252142945304513,0.0004816382424905896,2.9868868296034634e-05,9.573855641065165e-05,8.201711170841008e-05,9.225863323081285e-06,0.0008264292846433818,0.00021075642143841833,7.677058601984754e-05,0.00022921607887838036,8.425177657045424e-05,5.087915633339435e-05,0.00033887248719111085,6.390758790075779e-05,0.00024310278240591288,4.203049684292637e-05,0.00012183872604509816,2.90060525003355e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000138.jpg,6.237703200895339e-05,0.0011320512276142836,0.0005887799197807908,0.0023622685112059116,0.00018846345483325422,0.0006265267147682607,0.00047718427958898246,2.3755230358801782e-05,0.006992161739617586,0.016393357887864113,3.145793016301468e-05,0.0001258167321793735,0.002222558716312051,0.0022149477154016495,0.08908797800540924,0.009561575949192047,0.00018351666221860796,6.399937410606071e-05,0.6891798377037048,0.0008140330901369452
../data/VOCdevkit\VOC2012\JPEGImages\2008_000140.jpg,0.023987742140889168,7.316990831895964e-06,0.0006088585359975696,0.9989380240440369,7.678961992496625e-06,0.0001967084244824946,0.0006835486274212599,7.636029295099434e-06,5.7118504628306255e-06,3.2532247132621706e-05,9.184377063320426e-07,6.981576007092372e-05,1.417138810211327e-05,1.5563209672109224e-05,0.00045893131755292416,1.344394240732072e-05,6.0065689467592165e-05,2.151528860849794e-06,0.0007286775507964194,1.4014559383213054e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000145.jpg,0.0004879431799054146,0.0019861157052218914,6.606107945117401e-06,8.262990013463423e-05,0.07878550887107849,0.0001264537131646648,0.0015047164633870125,9.269120710087009e-06,2.761811083473731e-05,5.350678839022294e-05,5.856254938407801e-05,9.970159590011463e-05,1.806240334190079e-06,0.0030229175463318825,0.0038808363024145365,2.8440165351639735e-06,1.6578360373387113e-05,2.3918491933727637e-06,0.00020786306413356215,0.9900228381156921
../data/VOCdevkit\VOC2012\JPEGImages\2008_000149.jpg,0.00019528290431480855,0.0006507514044642448,7.64795477152802e-05,0.001433548517525196,0.0015216571046039462,0.00032583289430476725,0.0003865172911901027,0.0002797889173962176,0.7311463952064514,0.0013441374758258462,0.0003979948814958334,0.0006959202000871301,0.0002190868544857949,7.50182953197509e-05,0.0022612367756664753,0.22488774359226227,2.6735402570920996e-05,0.994738757610321,0.00029619818087667227,0.018114086240530014
../data/VOCdevkit\VOC2012\JPEGImages\2008_000163.jpg,3.1664565085520735e-06,0.003084818134084344,1.6616553693893366e-05,0.0006278085638768971,0.0001667870965320617,0.009272647090256214,0.9929041266441345,6.464908801717684e-05,3.1620942309018574e-07,2.3702661565039307e-05,7.549691645181156e-07,0.0018165757646784186,7.40082271022402e-07,4.584483122016536e-06,0.0021745627745985985,0.00013580369704868644,4.0834565879777074e-05,5.470621908898465e-05,0.0004248848126735538,7.546865617769072e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000174.jpg,0.15010318160057068,7.662569987587631e-05,0.00047324266051873565,0.04280608147382736,0.0012917387066408992,0.0005619386211037636,0.9980593323707581,7.878697942942381e-07,1.900607458082959e-06,4.881787026533857e-05,8.741058991290629e-06,0.0010523053351789713,1.7081245459849015e-05,0.00037953793071210384,0.001388010336086154,3.01681302516954e-06,4.3248252040939406e-05,0.00012556456204038113,0.00547197787091136,6.179988122312352e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000177.jpg,4.7401563278981484e-06,2.7428184694144875e-05,0.0010568690486252308,1.0089622264786158e-05,6.527737423311919e-05,0.00013917070464231074,3.634786844486371e-05,5.000179498892976e-06,1.689511555014178e-05,0.0011674783891066909,4.92930166728911e-06,0.0010258846450597048,0.5489346981048584,2.8821419618907385e-05,0.00010568442667135969,8.400779734074604e-06,0.01632186584174633,2.108077569573652e-05,0.0011528186732903123,6.837564433226362e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000182.jpg,0.0006666317931376398,0.00015059209545142949,0.0015833020443096757,0.005015164613723755,0.07175206393003464,0.00015754514606669545,0.0002038187813013792,0.027433598414063454,0.0029264939948916435,0.001821057521738112,0.0031675505451858044,0.0062746936455369,0.0005000142846256495,0.0004741977318190038,0.010289388708770275,0.00048712294665165246,0.03169547766447067,0.004277780186384916,0.0012792033376172185,0.018197018653154373
