image,gt,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000002.jpg,['tvmonitor'],0.013631807640194893,0.0001612724590813741,8.638325380161405e-05,0.00028832536190748215,0.10385555028915404,0.00018155966245103627,0.023516608402132988,0.0028530184645205736,0.0004227769968565554,0.00011651045497274026,0.0015398850664496422,0.001513684052042663,0.0012943057809025051,0.00010532234591664746,0.036977879703044884,0.0010818543378263712,0.00018119110609404743,0.0020232708193361764,0.0001065721589839086,0.06241425126791
../data/VOCdevkit\VOC2012\JPEGImages\2008_000003.jpg,"['person', 'train']",0.0005383408279158175,0.00039904206641949713,0.0028562257066369057,0.11015670746564864,0.000166610989253968,0.002305876463651657,0.0009258681675419212,0.0013546551344916224,0.00014826127153355628,0.000369222165318206,0.00021642143838107583,0.00011978232942055914,0.0006282496615312995,0.00015313134645111862,0.15479324758052826,0.0008429699810221791,0.004940875340253115,0.00016680237604305148,0.09395737946033478,0.00023942395637277514
../data/VOCdevkit\VOC2012\JPEGImages\2008_000007.jpg,['boat'],0.4673783779144287,9.512059477856384e-06,0.00026316478033550084,0.021608447656035423,0.10228802263736723,0.00012160971527919172,0.0003444227913860232,2.8897489755763672e-05,1.182517189590726e-05,2.7480549761094156e-05,0.000245638657361269,3.5696266422746703e-06,0.0003536416625138372,8.622596396890003e-06,0.03821076080203056,3.241261947550811e-05,8.138427801895888e-06,0.00039789394941180944,0.0005559333367273211,0.00031637385836802423
../data/VOCdevkit\VOC2012\JPEGImages\2008_000009.jpg,['cow'],0.00011162678856635466,0.0015256251208484173,0.00025564641691744333,0.0005735699087381362,4.745204023492988e-06,0.0033217535819858317,0.022202083840966225,4.8703994252718985e-05,0.0003887583443429321,0.2756655216217041,0.00011527066089911386,0.00033346755662932987,0.03771077841520309,0.0010571419261395931,0.014300143346190453,0.0005788479465991259,0.8900658488273621,4.3205007386859506e-05,2.917352685471997e-05,3.7899594644841277e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000016.jpg,['tvmonitor'],0.00023817786131985488,0.009567506611347198,0.001643466530367732,2.415560447843745e-05,0.001260956400074065,0.00011060231190640478,0.0020481706596910954,3.772247146116569e-05,0.028479378670454025,5.38374933967134e-06,0.0039647682569921025,0.00036728251143358653,2.804529140121304e-05,2.400585253781173e-05,0.01932946965098381,0.005613873712718487,3.192217627656646e-05,0.0005539733101613821,0.0012228249106556175,0.8289178609848022
../data/VOCdevkit\VOC2012\JPEGImages\2008_000021.jpg,['aeroplane'],0.9999998807907104,0.00047678916598670185,2.766889792837901e-06,3.373464778633206e-07,2.1149589883862063e-06,2.721663804550189e-05,1.3444197975331916e-05,1.1222687135159504e-06,3.352975852521922e-07,8.839634574542288e-06,9.063344919013616e-07,1.8968032691191186e-06,0.002540190238505602,0.000247722229687497,0.9290661811828612,1.166240963357268e-05,4.6641245717182755e-05,1.4952577657822985e-05,1.987320729313069e-06,3.6306842048361436e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000026.jpg,"['dog', 'person']",5.339474228094332e-06,0.00029860113863833254,0.007988826371729374,0.0001899116177810356,0.01629408448934555,0.00020567259343806652,0.0019563864916563034,0.002633960451930761,0.2705700695514679,0.0027952296659350395,0.001879276824183762,0.18074962496757507,0.00526163587346673,1.3050293091509955e-05,0.9986191987991332,0.00430267583578825,0.016810454428195953,8.565984171582386e-05,0.00012407323811203239,0.00033500819699838763
../data/VOCdevkit\VOC2012\JPEGImages\2008_000027.jpg,['car'],1.466665980842663e-05,0.0005042532575316726,0.0006327236769720912,5.028196756029502e-05,6.602517714782152e-06,7.939408533275127e-06,0.9999990463256836,1.3069423403067047e-05,0.00024846947053447366,0.006564314477145672,0.00010948519047815351,0.0012854058295488358,1.611097832210362e-05,0.00789607036858797,0.17398984730243686,7.791767529852223e-06,0.0004198701353743672,0.00044111264287494123,2.4087655674520647e-06,2.175730060116621e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000032.jpg,"['bus', 'person']",3.5648565244628116e-05,0.0004531561571639031,0.0017802088987082245,0.0009145173826254904,1.5536130376858637e-05,0.5298694968223572,0.011032258160412313,0.0003877536510117352,0.006485629826784135,0.00023809022968634966,0.02015907503664494,1.8868352071876868e-06,0.00589311309158802,0.00013349967775866392,0.9214138388633728,0.00035005743848159915,0.002579117426648736,7.98565524746664e-05,0.010318067856132984,1.5819026884855703e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000034.jpg,"['bottle', 'person']",0.00011778400221373887,0.0008786043617874384,3.735831342055462e-05,0.00020118747488595545,0.12340705096721648,0.00036740806535817683,0.00011059883399866521,0.0004321135929785669,0.0005386156844906509,0.0003596661554183811,0.001962159993126989,0.0020856903865933423,0.0002032176125794649,7.149206066969782e-05,0.9998574256896972,0.0013176898937672374,0.003668390447273849,0.2795898914337158,4.966833148500882e-05,0.0005771401338279247
../data/VOCdevkit\VOC2012\JPEGImages\2008_000042.jpg,['car'],0.0002584843314252794,0.1629227101802826,0.0031633435282856226,0.0012172897113487124,5.844923725817353e-05,0.03567266836762428,0.34606051445007324,0.0005207232316024601,0.014659749343991281,0.0035736947320401673,0.001433826400898397,0.0004066554829478264,0.004136964678764343,0.0010212949709966779,0.122107096016407,0.044579558074474335,0.0029299296438694,0.001864938531070948,0.0006747992592863739,9.894832146528644e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000043.jpg,"['chair', 'diningtable']",2.5190513042616658e-05,0.00013722608855459842,0.0002124365855706856,7.39812894607894e-05,0.0013835824793204663,5.2699993830174214e-05,0.000300174462608993,4.526757038547658e-05,1.0,0.00013022501661907881,0.9999353885650636,1.2933975085616112e-05,0.0009168499382212758,1.667904325586278e-05,0.0011631874367594721,0.0046385801397264,4.565545168588869e-05,0.0017065850552171467,0.00010777943680295721,0.0003117437881883234
../data/VOCdevkit\VOC2012\JPEGImages\2008_000050.jpg,['car'],0.0014956709928810596,0.005033772438764572,3.295733404229395e-05,0.0005093861254863441,1.1049076420022176e-05,0.003566802479326725,0.9972403049468994,0.0006674540927633642,9.776123988558537e-06,0.0003640072827693075,4.369575435703155e-06,4.658307375393633e-07,0.00030944860191084445,0.6541316509246826,0.37297189235687256,2.307669274159707e-05,0.002985738916322589,8.540495764464141e-05,0.00047189669567160314,1.0765371371235233e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000051.jpg,"['bottle', 'chair', 'person']",0.00029416155302897096,0.0007953853928484023,0.0006335627404041588,0.0005050465115346013,0.23256096243858335,0.0005323888617567718,0.0027133438270539045,0.0011263330234214664,0.21212489902973172,0.00029564180294983084,0.02784533426165581,0.001275061396881938,0.00024373126507271078,0.0005151191144250333,0.9617991447448729,0.008351693861186504,0.0005206303903833033,0.1093260422348976,0.0005584187456406653,0.08261365443468094
../data/VOCdevkit\VOC2012\JPEGImages\2008_000052.jpg,"['car', 'person']",0.021482164040207863,0.003815284231677651,0.0006410994683392347,0.0001272086228709668,1.1753229046007617e-05,0.03833087533712387,0.9954999089241028,2.8196593120810576e-05,6.884180038468912e-05,0.0026083977427333593,0.00011522702698130159,0.0002385057741776109,0.003281217068433761,0.04925283789634705,0.9252960085868835,0.00010367729555582628,0.007213615346699953,7.105943950591609e-05,0.0001273750385735184,5.254388270259369e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000054.jpg,['bird'],0.0002787287230603397,5.507214882527478e-05,0.9999792575836182,1.9696073650266047e-05,0.0004892126889899373,1.2543828233901875e-05,0.0004907125839963554,9.184550435747953e-06,3.0239305488066748e-05,3.3703363442327834e-05,0.0009476529085077344,1.0469454537087587e-05,1.6323721865774132e-05,0.00017716459115035832,6.310630851658061e-05,8.507423672199366e-07,0.01558071281760931,9.118478919845074e-05,1.2603616596607026e-05,6.92295579938218e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000056.jpg,['cat'],6.156400195322931e-05,0.00015804843860678377,4.12545123253949e-05,3.815022864728235e-05,0.0005105897434987128,0.0007354064146056771,0.0017657098360359669,0.946388065814972,7.911427815088246e-07,0.0005477631930261849,1.4267884580476675e-06,0.0014157789992168546,0.0008728455868549645,2.207818852184573e-06,0.0004239807021804154,5.728021278628148e-05,0.0008728227112442255,0.00032505259150639176,2.442650838929694e-06,4.120451194467024e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000059.jpg,['dog'],2.3162769139162265e-05,5.324353332980536e-05,1.608876118552871e-05,4.962520324625075e-05,0.0002342811931157485,0.00028804043540731067,0.00643858453258872,5.36750803803443e-06,0.003261925652623177,0.00046397926053032284,1.4731169358128683e-05,0.990835666656494,0.005278794560581446,6.63445553072961e-06,0.21369220316410065,0.00011982745490968227,0.00047056796029210085,0.0008488132152706385,4.654136864701286e-05,0.0022274949587881565
../data/VOCdevkit\VOC2012\JPEGImages\2008_000062.jpg,['cat'],4.979999357601628e-05,3.751679469132796e-05,3.752312841243111e-05,0.00011230068776058032,4.3629559513647116e-05,0.0003856148687191308,9.207797120325269e-05,0.14923720061779022,1.5607798559358343e-05,9.891625813907012e-05,6.397605375241255e-06,0.0007447989773936571,0.0001870803826022893,6.47701881462126e-06,0.010286596603691578,2.092766408168245e-06,0.07550462335348129,4.85723694509943e-06,7.815829121682327e-06,7.105425993358949e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000064.jpg,['aeroplane'],0.4442795813083649,0.0002435073693050072,0.0005567202460952103,0.0045502306893467894,2.756474896159489e-05,0.0007834686548449099,0.0074421283788979045,3.460906373220496e-05,9.77492381935008e-05,0.00016600158414803445,0.0005593413370661439,3.249020301154815e-05,0.016868367791175842,0.007968791760504246,0.8011618256568909,0.00030451486236415803,0.0003248437715228647,3.3775919291656464e-05,0.00047841877676546574,4.238283872837201e-05
