image,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
../data/VOCdevkit\VOC2012\JPEGImages\2008_000002.jpg,0.013631807640194893,0.0001612724590813741,8.638325380161405e-05,0.00028832536190748215,0.10385555028915405,0.00018155966245103627,0.023516608402132988,0.0028530184645205736,0.00042277699685655534,0.00011651045497274026,0.0015398850664496422,0.001513684052042663,0.001294305780902505,0.00010532234591664746,0.03697787970304489,0.0010818543378263712,0.00018119110609404743,0.002023270819336176,0.0001065721589839086,0.062414251267910004
../data/VOCdevkit\VOC2012\JPEGImages\2008_000003.jpg,0.0005383408279158175,0.00039904206641949713,0.0028562257066369057,0.11015670746564865,0.000166610989253968,0.002305876463651657,0.0009258681675419211,0.0013546551344916224,0.00014826127153355628,0.00036922216531820595,0.00021642143838107586,0.00011978232942055911,0.0006282496615312994,0.0001531313464511186,0.15479324758052826,0.0008429699810221791,0.004940875340253115,0.00016680237604305148,0.09395737946033478,0.00023942395637277514
../data/VOCdevkit\VOC2012\JPEGImages\2008_000007.jpg,0.4673783779144287,9.512059477856383e-06,0.00026316478033550084,0.021608447656035423,0.10228802263736725,0.00012160971527919173,0.00034442279138602316,2.8897489755763672e-05,1.182517189590726e-05,2.7480549761094153e-05,0.000245638657361269,3.5696266422746703e-06,0.0003536416625138372,8.622596396890003e-06,0.03821076080203056,3.241261947550811e-05,8.138427801895887e-06,0.00039789394941180944,0.0005559333367273211,0.00031637385836802423
../data/VOCdevkit\VOC2012\JPEGImages\2008_000009.jpg,0.00011162678856635466,0.0015256251208484173,0.0002556464169174433,0.0005735699087381363,4.745204023492988e-06,0.0033217535819858313,0.022202083840966225,4.8703994252718985e-05,0.0003887583443429321,0.2756655216217041,0.00011527066089911386,0.0003334675566293299,0.037710778415203094,0.0010571419261395931,0.014300143346190453,0.0005788479465991259,0.8900658488273621,4.3205007386859506e-05,2.9173526854719967e-05,3.7899594644841272e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000016.jpg,0.00023817786131985486,0.009567506611347198,0.001643466530367732,2.4155604478437454e-05,0.0012609564000740647,0.0001106023119064048,0.0020481706596910954,3.7722471461165696e-05,0.028479378670454025,5.38374933967134e-06,0.003964768256992102,0.0003672825114335865,2.8045291401213035e-05,2.4005852537811734e-05,0.01932946965098381,0.005613873712718487,3.192217627656646e-05,0.000553973310161382,0.0012228249106556177,0.8289178609848022
../data/VOCdevkit\VOC2012\JPEGImages\2008_000021.jpg,0.9999998807907104,0.00047678916598670185,2.766889792837901e-06,3.373464778633206e-07,2.1149589883862063e-06,2.7216638045501895e-05,1.3444197975331917e-05,1.1222687135159504e-06,3.352975852521922e-07,8.839634574542288e-06,9.063344919013616e-07,1.8968032691191183e-06,0.002540190238505602,0.000247722229687497,0.9290661811828613,1.1662409633572679e-05,4.6641245717182755e-05,1.4952577657822985e-05,1.987320729313069e-06,3.630684204836143e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000026.jpg,5.339474228094332e-06,0.0002986011386383325,0.007988826371729374,0.0001899116177810356,0.01629408448934555,0.00020567259343806654,0.0019563864916563034,0.0026339604519307613,0.2705700695514679,0.0027952296659350395,0.001879276824183762,0.18074962496757507,0.00526163587346673,1.3050293091509957e-05,0.9986191987991333,0.00430267583578825,0.016810454428195953,8.565984171582386e-05,0.0001240732381120324,0.0003350081969983876
../data/VOCdevkit\VOC2012\JPEGImages\2008_000027.jpg,1.466665980842663e-05,0.0005042532575316727,0.0006327236769720912,5.0281967560295016e-05,6.602517714782152e-06,7.939408533275127e-06,0.9999990463256836,1.3069423403067049e-05,0.00024846947053447366,0.006564314477145672,0.00010948519047815353,0.0012854058295488358,1.611097832210362e-05,0.00789607036858797,0.17398984730243683,7.791767529852223e-06,0.00041987013537436724,0.00044111264287494123,2.4087655674520647e-06,2.1757300601166207e-06
../data/VOCdevkit\VOC2012\JPEGImages\2008_000032.jpg,3.5648565244628116e-05,0.0004531561571639031,0.0017802088987082243,0.0009145173826254904,1.5536130376858637e-05,0.5298694968223572,0.011032258160412312,0.0003877536510117352,0.006485629826784134,0.00023809022968634963,0.020159075036644936,1.886835207187687e-06,0.00589311309158802,0.0001334996777586639,0.9214138388633728,0.0003500574384815991,0.002579117426648736,7.985655247466639e-05,0.010318067856132984,1.5819026884855703e-05
../data/VOCdevkit\VOC2012\JPEGImages\2008_000034.jpg,0.00011778400221373886,0.0008786043617874384,3.735831342055462e-05,0.00020118747488595545,0.12340705096721649,0.00036740806535817683,0.00011059883399866521,0.0004321135929785669,0.0005386156844906509,0.0003596661554183811,0.0019621599931269884,0.002085690386593342,0.0002032176125794649,7.149206066969782e-05,0.9998574256896973,0.0013176898937672377,0.0036683904472738504,0.2795898914337158,4.966833148500882e-05,0.0005771401338279247
